INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,gt_25k_05_p6
The Salter School-Tewksbury Campus,Tewksbury,MA,1,3,21.0,,,,,,,,,0.0,230.0,0.4826,0.0783,0.2304,0.0348,0.0043,0.0,0.013000000000000001,0.0043,0.1522,0.2391,,24607.0,0.5623,,,,,0.5449,0.5783,8758,97.2317539,0.484416526,,0.668136052,28200.0,0.452217638,0.0
Howard University,Washington,DC,3,2,11.0,540.0,535.0,530.0,24.0,24.0,23.0,,1081.0,0.0,6855.0,0.0134,0.9183,0.0036,0.013000000000000001,0.0197,0.0039,0.0,0.027999999999999997,0.0,0.0613,,22823.0,0.4494,0.8154,,0.2222,,0.6253,0.086,27000,299.75535,0.585118377,0.619971752,,46500.0,0.675000012,1.0
Heritage College-Wichita,Wichita,KS,1,3,11.0,,,,,,,,,0.0,390.0,0.7,0.1282,0.1282,0.0205,0.0,0.0026,0.0154,0.0,0.0051,0.0,,17458.0,0.5785,,0.7011,,,0.5824,0.4769,13583,150.7991452,0.37335137,,0.6177,24200.0,0.411172152,0.0
University of New Mexico-Main Campus,Albuquerque,NM,3,1,11.0,540.0,535.0,,22.0,22.0,22.0,,1038.0,0.0,20847.0,0.37,0.0267,0.4482,0.0292,0.0602,0.0019,0.0328,0.01,0.021,0.1929,8126.0,,0.3846,0.7769,,0.5962,,0.3877,0.2616,20500,227.592025,0.702542373,0.470277519,,35900.0,0.548283756,1.0
L'Ecole Culinaire-Memphis,Cordova,TN,1,3,11.0,,,,,,,,,0.0,441.0,0.2517,0.6825,0.0068,0.0091,0.0091,0.0,0.0204,0.0,0.0204,0.0,,20226.0,0.278,,0.5745,,,0.17600000000000002,0.6304,24688,274.0874104,0.271850512,,0.5752,28400.0,0.418128669,0.0
Strayer University-Chesterfield Campus,Midlothian,VA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39499.5,438.525424,0.444774917,,,51700.0,0.722576857,1.0
Rabbinical Seminary of America,Flushing,NY,3,2,11.0,,,,,,,,,0.0,269.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8378.0,0.2171,0.2527,,,,0.0,0.0706,,,,0.403511696,,,,
Lamar Institute of Technology,Beaumont,TX,2,1,12.0,,,,,,,,,0.0,2569.0,0.4998,0.3145,0.1113,0.03,0.0051,0.0,0.0027,0.0,0.0366,0.4823,9942.0,,0.3469,,0.5144,,0.4074,0.3003,0.3235,10698,118.7697309,0.458246347,,0.235006195,48200.0,0.552252233,1.0
The Restaurant School at Walnut Hill College,Philadelphia,PA,2,3,11.0,,,,,,,,,0.0,427.0,0.5948,0.2178,0.0796,0.0117,0.0,0.0,0.0234,0.0,0.0726,0.0,,31790.0,0.5186,0.9451,,,,0.7606,0.1967,16000,177.6328,0.700460829,0.490424777,,30100.0,0.541176498,1.0
Academy of Hair Design-Springfield,Springfield,MO,1,3,12.0,,,,,,,,,0.0,96.0,0.875,0.0625,0.0104,0.0208,0.0,0.0,0.0313,0.0,0.0,0.1042,,11579.0,0.5912,,0.8421,,,0.5975,0.5938,9500,105.469475,0.487012987,,0.762607914,,,
Provo College,Provo,UT,2,3,12.0,,,,,,,,,0.0,307.0,0.6319,0.0098,0.1564,0.0065,0.0228,0.0195,0.0195,0.0,0.1336,0.6417,,18560.0,0.6405,,0.8269,,0.75,0.8338,0.5238,20000,222.041,0.642182581,,0.629145833,23700.0,0.41155234,0.0
University of Baltimore,Baltimore,MD,3,1,11.0,480.0,460.0,455.0,,,,,940.0,0.0,3479.0,0.3521,0.4622,0.0471,0.0443,0.0046,0.002,0.031,0.0216,0.0351,0.4076,16780.0,,0.4264,0.6744,,1.0,,0.5768,0.5085,20500,227.592025,0.684303351,0.3759,,58000.0,0.824536383,1.0
Marinello Schools of Beauty-Sacramento,Sacramento,CA,1,3,21.0,,,,,,,,,0.0,561.0,0.3102,0.2531,0.3333,0.0802,0.0107,0.0053,0.0018,0.0,0.0053,0.1729,,16059.0,0.8035,,0.4955,,0.25,0.7883,0.3672,11286.5,125.3032873,0.352445194,,0.549376274,15300.0,0.306397319,0.0
Ridge Career Center,Winter Haven,FL,1,1,13.0,,,,,,,,,0.0,717.0,0.5202,0.2887,0.1702,0.0209,0.0,0.0,0.0,0.0,0.0,0.272,16715.0,,0.4458,,0.8844,,0.8276,0.0,0.8075,,,,,0.947278906,19500.0,0.362831861,0.0
College of Biblical Studies-Houston,Houston,TX,3,2,11.0,,,,,,,,,0.0,493.0,0.14400000000000002,0.5152,0.3022,0.0122,0.002,0.0,0.0162,0.0,0.0081,0.8499,,25343.0,0.4507,0.5,,0.6667,,0.4547,0.8534,16000,177.6328,0.670157068,,,46700.0,0.634517789,1.0
West Liberty University,West Liberty,WV,3,1,41.0,455.0,480.0,440.0,21.0,21.0,20.0,,984.0,0.0,2412.0,0.8905,0.0539,0.0104,0.0066,0.0021,0.0008,0.0075,0.0178,0.0104,0.0945,11490.0,,0.4003,0.677,,0.25,,0.6177,0.1199,24624,273.3768792,0.702347418,0.411284923,,33200.0,0.543956041,1.0
Samaritan Hospital School of Nursing,Troy,NY,2,2,13.0,,,,,,,,,0.0,163.0,0.8896,0.0429,0.0184,0.0491,0.0,0.0,0.0,0.0,0.0,0.8896,,17009.0,0.3784,,0.5,,,0.7635,0.7423,13100,145.436855,0.8359375,,,47800.0,0.833333313,1.0
Stevens Institute of Business & Arts,Saint Louis,MO,2,3,11.0,,,,,,,,,0.0,172.0,0.3023,0.6802,0.0116,0.0058,0.0,0.0,0.0,0.0,0.0,0.2791,,19259.0,0.7368,,,,,0.9415,0.5233,32345,359.0958073,0.449612403,0.547934247,,26200.0,0.411764711,0.0
Southwestern Law School,Los Angeles,CA,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,69700.0,0.894472361,1.0
George C Wallace State Community College-Selma,Selma,AL,2,1,32.0,,,,,,,,,0.0,1604.0,0.2163,0.7594,0.0062,0.0069,0.0037,0.0019,0.0044,0.0006,0.0006,0.3348,8712.0,,0.7687,,0.5312,,0.2727,0.0,0.3318,,,,,0.280347196,24400.0,0.363136172,0.0
International Academy of Design and Technology-Tampa,Tampa,FL,3,3,21.0,,,,,,,,,0.0,474.0,0.3819,0.2426,0.1835,0.0127,0.0084,0.0084,0.0401,0.0,0.1224,0.1624,,17088.0,0.6545,0.6,,0.3571,,0.8545,0.5084,29375,326.1227188,0.388268499,0.289276882,,27800.0,0.466301501,0.0
National Louis University,Chicago,IL,3,2,11.0,,,,,,,,,0.0,1393.0,0.2441,0.40700000000000003,0.2513,0.0215,0.0043,0.0072,0.0108,0.0065,0.0474,0.4372,,19668.0,0.48700000000000004,0.7222,,0.5714,,0.6637,0.7898,19500,216.489975,0.739100346,0.287362069,,43700.0,0.753390849,1.0
Fort Worth Beauty School,Fort Worth,TX,1,3,11.0,,,,,,,,,0.0,60.0,0.7,0.1333,0.15,0.0,0.0,0.0,0.0,0.0,0.0167,0.55,,9762.0,0.8167,,0.7909999999999999,,0.8571,0.7944,0.4333,7477.5,83.01557888,0.348258706,,0.507,17000.0,0.236363634,0.0
Ross Medical Education Center-Ontario,Ontario,OH,1,3,23.0,,,,,,,,,0.0,136.0,0.7647,0.1544,0.0441,0.0,0.0,0.0,0.0074,0.0,0.0294,0.0,,18276.0,0.7857,,0.5455,,,0.7747,0.6029,9500,105.469475,0.496932515,,,,,
Los Angeles Valley College,Valley Glen,CA,1,1,11.0,,,,,,,,,0.0,16111.0,0.3086,0.0539,0.4785,0.0818,0.0018,0.0021,0.0207,0.0055,0.0471,0.726,7511.0,,0.3189,,0.7573,,0.4781,0.049,0.4081,10500,116.571525,0.578125,,0.271570034,30600.0,0.450663596,0.0
Access Careers,Brooklyn,NY,1,3,11.0,,,,,,,,,0.0,301.0,0.0997,0.6113,0.1329,0.0831,0.0,0.0033,0.0498,0.0,0.0199,0.6977,,22699.0,0.1062,,0.8438,,0.8723,0.1062,0.8605,9500,105.469475,,,,,,
Northern Virginia Community College,Annandale,VA,2,1,21.0,,,,,,,,,0.0,44592.0,0.3672,0.1904,0.2007,0.1466,0.0026,0.0059,0.033,0.0293,0.0243,0.5723,9637.0,,0.2393,,0.6952,,0.45299999999999996,0.166,0.3771,11500,127.673575,0.674363247,,0.262876142,41700.0,0.618808329,1.0
Owensboro Community and Technical College,Owensboro,KY,1,1,41.0,,,,,,,,,0.0,3296.0,0.905,0.0467,0.0152,0.0061,0.0012,0.0006,0.0173,0.0006,0.0073,0.4475,6602.0,,0.4645,,0.6043,,0.4522,0.2661,0.3929,9740,108.133967,0.556973564,,0.3981367,25000.0,0.44168961,0.0
Miller-Motte Technical College-Columbus,Columbus,GA,2,3,12.0,,,,,,,,,0.0,504.0,0.1627,0.7778,0.0357,0.004,0.004,0.0,0.0079,0.0,0.0079,0.3214,,21089.0,0.9193,,0.5762,,0.25,0.8602,0.625,22091,245.2553866,0.400491865,,,22800.0,0.352101803,0.0
Belmont College,Saint Clairsville,OH,2,1,41.0,,,,,,,,,0.0,1179.0,0.9415,0.0254,0.0051,0.0025,0.0017,0.0,0.0212,0.0,0.0025,0.4063,4429.0,,0.6646,,0.449,,0.2174,0.6052,0.4504,17079,189.611912,0.473958333,,0.274840325,25700.0,0.454075038,0.0
Rabbi Jacob Joseph School,Edison,NJ,3,2,21.0,,,,,,,,,0.0,86.0,0.9884,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,,8415.0,0.3158,0.7931,,,,0.0,,,,,0.129025806,,,,
Metroplex Beauty School,Mesquite,TX,1,3,21.0,,,,,,,,,0.0,58.0,0.3793,0.2759,0.3103,0.0172,0.0,0.0,0.0172,0.0,0.0,0.4483,,5399.0,0.8381,,0.6667,,0.5,0.0,0.3448,,,,,0.617682941,16800.0,0.209876537,0.0
Iliff School of Theology,Denver,CO,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozarks Technical Community College,Springfield,MO,2,1,12.0,,,,,,,,,0.0,13087.0,0.8955,0.0322,0.0313,0.0096,0.0074,0.0,0.0015,0.0002,0.0224,0.4731,8091.0,,0.5715,,0.5913,,0.4096,0.6914,0.3873,14250,158.2042125,0.543905636,,0.228854372,27500.0,0.44152227,0.0
Heald College-San Jose,Milpitas,CA,2,3,13.0,,,,,,,,,0.0,1668.0,0.0618,0.0336,0.2836,0.1427,0.003,0.0132,0.015,0.0,0.4472,0.2992,,17689.0,0.7587,,0.7204,,0.4789,0.8001,0.5117,11250,124.8980625,0.46230805,,0.50342069,42100.0,0.56183207,1.0
Stark State College,North Canton,OH,2,1,21.0,,,,,,,,,0.0,12995.0,0.6736,0.2226,0.0095,0.0087,0.0042,0.0004,0.0295,0.0001,0.0514,0.6679,13931.0,,0.6004,,0.4555,,0.4309,0.63,0.4972,23500,260.898175,0.416265148,,0.1318617,30400.0,0.512107611,1.0
Colorado Mountain College,Glenwood Springs,CO,1,1,33.0,,,,,,,,,0.0,3559.0,0.7207,0.0073,0.1689,0.0073,0.0093,0.0008,0.0118,0.0008,0.0731,0.5243,10262.0,,0.2338,,,,,0.2367,0.4342,11000,122.12255,0.731073446,0.20806118,,28800.0,0.481946617,0.0
Healing Touch Career College,Hattiesburg,MS,1,3,13.0,,,,,,,,,0.0,134.0,0.1418,0.8582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24759.0,0.8032,,,,,0.8617,0.4254,7114,78.9799837,,,0.871774359,,,
National American University-Indianapolis,Indianapolis,IN,2,3,11.0,,,,,,,,,0.0,198.0,0.4091,0.4697,0.0253,0.0051,0.0051,0.0,0.0808,0.0,0.0051,0.9848,,13351.0,0.8958,1.0,,0.3529,,0.9792,0.8029999999999999,34486,382.8652963,0.483529767,,,,,
Sampson Community College,Clinton,NC,1,1,32.0,,,,,,,,,0.0,1342.0,0.46799999999999997,0.3055,0.1736,0.0052,0.0291,0.0015,0.0015,0.0022,0.0134,0.5276,10189.0,,0.5691,,0.4573,,0.3519,0.0,0.381,,,,,0.36333882,24200.0,0.357499987,0.0
Dutchess Community College,Poughkeepsie,NY,2,1,21.0,,,,,,,,,0.0,7228.0,0.6287,0.1226,0.1688,0.0219,0.0019,0.0008,0.0382,0.0131,0.004,0.3336,6377.0,,0.2475,,0.595,,0.4971,0.2094,0.1806,11000,122.12255,0.581510233,,0.293457699,31600.0,0.508256853,1.0
Frank Phillips College,Borger,TX,1,1,33.0,,,,,,,,,0.0,567.0,0.6966,0.0705,0.1764,0.0088,0.0265,0.0035,0.0,0.0035,0.0141,0.3651,6172.0,,0.3333,,0.4106,,0.5625,0.2072,0.1951,8000,88.8164,0.5,,0.324253678,29500.0,0.444444448,0.0
Everest Institute-Cross Lanes,Cross Lanes,WV,1,3,22.0,,,,,,,,,0.0,232.0,0.8190000000000001,0.1293,0.0129,0.0043,0.0,0.0,0.0302,0.0,0.0043,0.0,,24945.0,0.8254,,0.625,,,0.6983,0.5862,9500,105.469475,0.203513022,,0.5827,25200.0,0.357803166,0.0
Welder Training and Testing Institute,Allentown,PA,1,3,12.0,,,,,,,,,0.0,88.0,0.8409,0.0795,0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.2045,,12551.0,0.4207,,0.8947,,0.6667,0.4878,0.5568,9500,105.469475,0.666666667,,0.898089809,,,
Fox College,Bedford Park,IL,2,3,21.0,,,,,,,,,0.0,375.0,0.52,0.0693,0.3707,0.0213,0.0053,0.0027,0.0107,0.0,0.0,0.0,,16897.0,0.6332,,0.8243,,,0.8894,0.3359,13625,151.2654313,0.888613861,,0.786587805,35300.0,0.559633017,1.0
Southern Vermont College,Bennington,VT,3,2,41.0,445.0,440.0,439.0,18.0,17.0,18.0,7.0,883.0,0.0,470.0,0.6362,0.0894,0.0894,0.0128,0.0043,0.0021,0.0064,0.0064,0.1532,0.0362,,21372.0,0.5171,0.6637,,,,0.8757,0.1208,25000,277.55125,0.740740741,0.357481347,,34800.0,0.567415714,1.0
Oklahoma Technical College,Tulsa,OK,1,3,11.0,,,,,,,,,0.0,182.0,0.5055,0.2582,0.0714,0.0,0.1099,0.0,0.0055,0.0,0.0495,0.0,,20394.0,0.7591,,0.6316,,,0.7482,0.6538,11609,128.8836985,0.485061511,,0.558442857,24100.0,0.316804409,0.0
All-State Career School-Allied Health Campus,Essington,PA,1,3,21.0,,,,,,,,,0.0,350.0,0.2857,0.64,0.0571,0.0086,0.0,0.0,0.0029,0.0,0.0057,0.0,,51044.0,0.7778,,0.6583,,,0.963,0.3771,6333,70.30928265,0.367067834,,0.4937,36800.0,0.566919208,1.0
Peirce College,Philadelphia,PA,3,2,11.0,,,,,,,,,0.0,1754.0,0.2092,0.6762,0.0718,0.0205,0.0023,0.0,0.0051,0.0029,0.012,0.7959,,14798.0,0.5409,0.625,,0.3023,,0.7461,0.7908,39162.5,434.7840331,0.571016583,0.412873548,,44700.0,0.718196452,1.0
The Salon Professional Academy-Grand Junction,Grand Junction,CO,1,3,13.0,,,,,,,,,0.0,90.0,0.6222,0.0111,0.2444,0.0111,0.0111,0.0,0.1,0.0,0.0,0.0,,10770.0,0.3893,,0.7692,,,0.4504,0.2778,9945,110.4098873,0.845360825,,0.752578351,,0.219999999,0.0
Career School of NY,Staten Island,NY,1,2,11.0,,,,,,,,,0.0,62.0,0.4194,0.3548,0.2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6721.0,0.8642,,0.3111,,,1.0,0.6129,5051,56.07645455,0.594827586,,0.747258242,,,
Delta Montrose Technical College,Delta,CO,1,1,41.0,,,,,,,,,0.0,262.0,0.8015,0.0,0.1527,0.0076,0.0038,0.0,0.0191,0.0,0.0153,0.5076,6820.0,,0.1079,,0.8667,,0.914,0.0913,0.6596,4750,52.7347375,0.661417323,,0.940507937,23600.0,0.567307711,1.0
University of Spa & Cosmetology Arts,Springfield,IL,1,3,12.0,,,,,,,,,0.0,189.0,0.8519,0.1005,0.0159,0.0,0.0106,0.0,0.0212,0.0,0.0,0.3122,,14572.0,0.494,,0.6098,,0.5,0.503,0.3175,5628,62.4823374,0.660079051,,0.692919685,17900.0,0.316742092,0.0
Anthem College-Denver,Aurora,CO,2,3,11.0,,,,,,,,,0.0,207.0,0.3816,0.2609,0.2464,0.0338,0.0145,0.0,0.0386,0.0,0.0242,0.0,,22788.0,0.6728,,0.7368,,,0.875,0.5652,10976,121.8561008,0.471404959,,0.706509783,27700.0,0.419608533,0.0
StenoTech Career Institute-Piscataway,Piscataway,NJ,1,3,21.0,,,,,,,,,0.0,80.0,0.85,0.0375,0.1,0.0,0.0,0.0,0.0125,0.0,0.0,0.0375,,17663.0,0.2893,,1.0,,,0.5702,0.45,,,0.721518987,,0.242424242,,0.538461566,1.0
Bluegrass Community and Technical College,Lexington,KY,1,1,11.0,,,,,,,,,0.0,10467.0,0.7659,0.1285,0.0404,0.0156,0.0047,0.0013,0.0206,0.0144,0.0085,0.48200000000000004,7188.0,,0.4584,,0.5247,,0.3283,0.4303,0.4071,14977,166.2754029,0.459047619,,0.251012078,22600.0,0.477112681,0.0
Maine Maritime Academy,Castine,ME,3,1,42.0,495.0,530.0,480.0,22.0,23.0,24.0,,1026.0,0.0,994.0,0.9517,0.0091,0.006999999999999999,0.008,0.002,0.001,0.0,0.0,0.0211,0.0151,19687.0,,0.28800000000000003,0.7537,,,,0.7978,0.0765,27000,299.75535,0.925837321,0.75869591,,74700.0,0.833855808,1.0
Central Maine Medical Center College of Nursing and Health Professions,Lewiston,ME,2,2,13.0,475.0,535.0,505.0,,,,,1010.0,0.0,178.0,0.9607,0.0169,0.0112,0.0056,0.0,0.0056,0.0,0.0,0.0,0.691,,12126.0,0.4516,,1.0,,1.0,0.8203,0.6356,12625,140.1633813,0.827338129,,,50500.0,0.837499976,1.0
CCI Training Center-Dallas,Arlington,TX,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8313,92.29134165,0.384955752,,,,,
Ohio State School of Cosmetology-Canal Winchester,CANAL WINCHESTER,OH,1,3,21.0,,,,,,,,,0.0,89.0,0.4831,0.4831,0.0225,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,,13496.0,0.6638,,0.7581,,,0.6894,0.2809,7700,85.485785,0.340425532,,0.78945,,0.204545453,0.0
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,1,3,32.0,,,,,,,,,0.0,70.0,0.9429,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8871.0,0.6582,,0.7125,,,0.6076,0.4571,6700,74.383735,0.299363057,,0.56930365,15200.0,0.076190479,0.0
Gaston College,Dallas,NC,2,1,22.0,,,,,,,,,0.0,5743.0,0.7177,0.1585,0.0555,0.012,0.0054,0.0,0.0,0.0,0.0508,0.6373,10910.0,,0.4664,,0.6293,,0.3705,0.0,0.444,,,0.852941176,,0.253902946,25700.0,0.367824763,0.0
Centro de Estudios Multidisciplinarios-San Juan,San Juan,PR,2,2,11.0,,,,,,,,,0.0,987.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284,,7002.0,0.9533,,,,,0.0,0.4407,2550,28.3102275,0.494652406,0.741502611,,17800.0,0.228421047,0.0
Southern California Seminary,El Cajon,CA,3,2,21.0,,,,,,,,,0.0,68.0,0.4706,0.2353,0.1029,0.1324,0.0147,0.0,0.0294,0.0147,0.0,0.7206,,,0.2469,0.6667,,0.0,,0.8642,0.8551,,,,,,,,
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Career Academy-Philadelphia,Philadelphia,PA,1,3,11.0,,,,,,,,,0.0,838.0,0.1337,0.6181,0.1933,0.0203,0.0024,0.0012,0.0072,0.0012,0.0227,0.1671,,21152.0,0.7444,,0.7022,,0.4019,0.5936,0.5394,9905,109.9658053,0.401623687,,0.710462712,31700.0,0.508403361,1.0
Charter College-Canyon Country,Canyon Country,CA,1,3,21.0,,,,,,,,,0.0,1317.0,0.1936,0.2005,0.5019,0.0061,0.0046,0.0486,0.0395,0.0,0.0053,0.0,,24361.0,0.6568,,0.6993,,,0.2559,0.4252,9500,105.469475,0.407580721,,0.885318365,28600.0,0.370000005,0.0
Alabama State University,Montgomery,AL,3,1,12.0,430.0,425.0,,17.0,17.0,17.0,,830.0,0.0,5354.0,0.0161,0.9285,0.0114,0.0015,0.0009,0.0007,0.0064,0.0207,0.0138,0.0902,11936.0,,0.8265,0.6219,,0.3023,,0.8735,0.127,33452,371.3857766,0.331198862,0.257481955,,27800.0,0.342225611,0.0
Baptist Health Schools-Little Rock,Little Rock,AR,1,2,12.0,,,,21.0,21.0,20.0,,970.0,0.0,918.0,0.7669,0.171,0.0174,0.0131,0.0076,0.0011,0.0207,0.0,0.0022,0.1264,,15238.0,0.5978,,0.625,,,0.8846,0.3791,14750,163.7552375,0.802163833,,0.442483186,42100.0,0.836363614,1.0
Denver School of Nursing,Denver,CO,3,3,11.0,,,,,,,,,0.0,696.0,0.6997,0.0647,0.0876,0.0388,0.0086,0.0043,0.0546,0.0,0.0417,0.0,,,0.2979,,,,,0.8422,0.6652,24367,270.5236524,0.922727273,,,,,
L'Academie de Cuisine,Gaithersburg,MD,1,3,21.0,,,,,,,,,0.0,46.0,0.5652,0.3261,0.0217,0.0435,0.0,0.0,0.0435,0.0,0.0,0.0,,21965.0,0.1132,,0.75,,,0.8868,0.5217,20000,222.041,0.8,,0.63638,39000.0,0.583333313,1.0
ECPI University-Charleston,North Charleston,SC,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,222.041,0.528502494,,,,,
Stevens-Henager College-St George,St. George,UT,2,2,13.0,,,,,,,,,0.0,168.0,0.7381,0.006,0.11900000000000001,0.006,0.1071,0.0119,0.0119,0.0,0.0,0.0,,23746.0,0.8119,0.0,,,,0.8911,0.5893,26336.5,292.3891398,0.314078675,,,,,
Paul Mitchell the School-Great Lakes,Port Huron,MI,1,3,23.0,,,,,,,,,0.0,87.0,0.8851,0.069,0.0115,0.0,0.0,0.0345,0.0,0.0,0.0,0.3103,,13860.0,0.4559,,0.7619,,0.7778,0.5956,0.2644,9833,109.1664577,0.337748344,,0.646251701,,0.152941182,0.0
Calvin Theological Seminary,Grand Rapids,MI,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayetteville Technical Community College,Fayetteville,NC,2,1,12.0,,,,,,,,,0.0,10681.0,0.3543,0.4483,0.0902,0.0134,0.0267,0.0048,0.0349,0.0067,0.0208,0.526,4667.0,,0.5909,,0.5162,,0.3954,0.2283,0.6044,10837.5,120.3184669,0.307145396,,0.123147111,27700.0,0.404690832,0.0
La Salle University,Philadelphia,PA,3,2,11.0,495.0,495.0,,22.0,,,,996.0,0.0,4228.0,0.5492,0.1895,0.1005,0.0459,0.0031,0.0014,0.0471,0.0163,0.0471,0.1632,,23787.0,0.3598,0.825,,1.0,,0.6918,0.1939,27000,299.75535,0.874330248,0.654616825,,53200.0,0.793829918,1.0
Lamson Institute,San Antonio,TX,1,3,11.0,,,,,,,,,0.0,169.0,0.1538,0.1124,0.7219,0.0059,0.0,0.0059,0.0,0.0,0.0,0.0,,17784.0,0.7011,,,,,0.6704,0.503,8023,89.07174715,0.422572178,,0.735032036,35500.0,0.50420171,1.0
Herkimer County BOCES-Practical Nursing Program,Ilion,NY,1,1,31.0,,,,,,,,,0.0,123.0,0.9106,0.0244,0.0407,0.0081,0.0081,0.0,0.0,0.0,0.0081,0.748,10709.0,,0.7120000000000001,,0.9167,,0.8182,0.768,0.4553,9500,105.469475,0.578431373,,0.837856757,34500.0,0.625,1.0
Ulster County BOCES-Practical Nursing Program,Port Ewen,NY,1,1,23.0,,,,,,,,,0.0,127.0,0.6614,0.2205,0.0945,0.0157,0.0,0.0,0.0079,0.0,0.0,0.2677,17293.0,,0.595,,0.75,,0.5,0.7355,0.6299,9500,105.469475,0.640718563,,0.661521026,39000.0,0.708609283,1.0
Iowa State University,Ames,IA,3,1,13.0,540.0,605.0,,25.0,25.0,25.0,,1145.0,0.0,27112.0,0.7724,0.0253,0.0429,0.0269,0.0021,0.001,0.0195,0.0732,0.0367,0.0416,14336.0,,0.2263,0.8713,,0.75,,0.5519,0.0574,25250,280.3267625,0.908491561,0.693839527,,47200.0,0.767639697,1.0
Cozmo The School,Bonita Springs,FL,1,3,21.0,,,,,,,,,0.0,55.0,0.4727,0.0727,0.3636,0.0364,0.0,0.0,0.0,0.0,0.0545,0.2,,15822.0,0.5614,,0.9,,0.7143,0.5351,0.6727,9500,105.469475,0.524590164,,0.7429,,,
Central Connecticut State University,New Britain,CT,3,1,21.0,495.0,510.0,500.0,22.0,22.0,22.0,,1006.0,0.0,9512.0,0.6846,0.1051,0.1159,0.0347,0.0018,0.0012,0.0221,0.0099,0.0248,0.2008,15772.0,,0.3335,0.7681,,0.6667,,0.5918,0.1999,22894,254.1703327,0.852443309,0.519286608,,43700.0,0.694043338,1.0
Brenau University,Gainesville,GA,3,2,13.0,495.0,465.0,,20.0,21.0,20.0,,957.0,0.0,1683.0,0.514,0.3125,0.0636,0.0184,0.0024,0.0012,0.0261,0.0261,0.0357,0.3624,,15493.0,0.5206,0.6686,,0.1,,0.7464,0.5418,28956,321.4709598,0.78776645,0.452142762,,42600.0,0.66982621,1.0
Pro Way Hair School,Stone Mountain,GA,1,3,21.0,,,,,,,,,0.0,68.0,0.0,0.9265,0.0147,0.0,0.0,0.0,0.0,0.0588,0.0,0.0,,10946.0,0.8084,,0.8421,,,0.9756,0.1618,14200,157.64911,0.155102041,,0.5842,16900.0,0.262773722,0.0
The Salon Professional Academy-Evansville,Evansville,IN,1,3,12.0,,,,,,,,,0.0,105.0,0.9143,0.0571,0.0095,0.0,0.0,0.0,0.0095,0.0,0.0095,0.0,,9528.0,0.2568,,1.0,,,0.3333,0.2762,9833,109.1664577,,,,,,
Musicians Institute,Hollywood,CA,1,3,11.0,,,,,,,,,0.0,1166.0,0.313,0.0806,0.1389,0.0352,0.0111,0.0026,0.0686,0.2916,0.0583,0.1252,,35680.0,0.309,0.56,,0.5,,0.4627,0.245,,,0.669513237,0.535174046,,26100.0,0.424242437,0.0
University of Nevada-Las Vegas,Las Vegas,NV,3,1,12.0,495.0,505.0,475.0,22.0,21.0,22.0,,1003.0,0.0,22742.0,0.3836,0.0762,0.2315,0.1634,0.003,0.0167,0.0759,0.037000000000000005,0.0128,0.2741,11159.0,,0.3351,0.7733,,0.2891,,0.3687,0.2531,19491,216.3900566,0.751832461,0.422079142,,43500.0,0.662147224,1.0
New England College of Optometry,Boston,MA,3,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,88500.0,0.912280679,1.0
Cochran School of Nursing,Yonkers,NY,2,2,21.0,,,,,,,,,0.0,79.0,0.3418,0.2025,0.2278,0.0633,0.0,0.0,0.0127,0.0,0.1519,0.8734,,,0.3182,,,,,0.7386,0.7722,20000,222.041,0.878787879,,,87700.0,0.909677446,1.0
